"Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48"
"832,2011,NBA,2,37,LAC,Trey Thompkins\thomptr02,21.039,F,us,University of Georgia,2012,2012,24,5.0,2.4,1.0,0.1,0.1,0.1,.393,.417,.308,.714,0.0,.004"
"833,2011,NBA,2,46,LAL,Andrew Goudelock\goudean01,22.203,G,us,College of Charleston,2012,2016,49,9.7,4.0,0.7,0.5,0.2,0.0,.393,.429,.345,.875,0.0,.003"
"834,2011,NBA,2,48,ATL,Keith Benson\bensoke02,22.319,C,us,Oakland University,2012,2012,3,3.0,0.0,1.0,0.0,0.0,0.0,.000,.000,,,0.0,-0.005"
"835,2012,NBA,1,16,HOU,Royce White\whitero03,21.085,F,us,Iowa State University,2014,2014,3,3.0,0.0,0.0,0.0,0.0,0.0,.000,.000,,,0.0,-0.121"
"836,2012,NBA,1,22,BOS,Fab Melo\melofa01,22.014,C,br,Syracuse University,2013,2013,6,6.0,1.2,0.5,0.0,0.3,0.3,.500,.500,,.250,0.0,.021"
"837,2013,NBA,2,33,CLE,Carrick Felix\felixca01,22.320,G,us,Arizona State University,2014,2014,7,5.4,2.7,0.9,0.6,0.0,0.0,.500,.556,.400,.750,0.0,.057"
"838,2013,NBA,2,41,MEM,Jamaal Franklin\frankja01,21.347,G,us,San Diego State University,2014,2015,24,7.3,1.8,1.0,0.4,0.2,0.1,.415,.393,.462,1.000,0.0,-0.006"
"839,2013,NBA,2,42,PHI,Pierre Jackson\jackspi01,21.308,G,us,Baylor University,2017,2017,8,10.5,4.4,1.1,2.4,0.3,0.0,.333,.357,.273,.857,0.0,.021"
"840,2014,NBA,2,51,NYK,Thanasis Antetokounmpo\antetth01,21.349,F,gr,,2016,2016,2,3.0,3.0,0.5,0.0,0.0,0.0,.750,1.000,.000,,0.0,.291"
"841,2015,NBA,2,56,NOP,Branden Dawson\dawsobr01,22.149,F,us,Michigan State University,2016,2016,6,4.8,0.8,0.7,0.0,0.0,0.2,.400,.400,,1.000,0.0,.069"
"842,2016,NBA,2,41,ORL,Stephen Zimmerman\zimmest01,19.292,C,us,University of Nevada Las Vegas,2017,2017,19,5.7,1.2,1.8,0.2,0.1,0.3,.323,.323,,.600,0.0,-0.005"
"843,2016,NBA,2,46,DAL,A.J. Hammons\hammoaj01,23.306,C,us,Purdue University,2017,2017,22,7.4,2.2,1.6,0.2,0.0,0.6,.405,.375,.500,.450,0.0,-0.001"
"844,2016,NBA,2,48,CHI,Paul Zipser\zipsepa01,22.131,G-F,de,,2017,2018,98,17.0,4.7,2.6,0.8,0.4,0.3,.371,.402,.335,.769,0.0,-0.001"
"845,2016,NBA,2,55,BRK,Marcus Paige\paigema01,22.291,G,us,University of North Carolina,2018,2018,5,5.6,2.4,0.8,0.6,0.0,0.0,.286,.333,.250,1.000,0.0,-0.006"
"846,2016,NBA,2,56,DEN,Daniel Hamilton\hamilda02,20.325,G-F,us,University of Connecticut,2018,2019,25,9.3,2.8,2.1,1.2,0.3,0.0,.394,.419,.357,.500,0.0,.000"
"847,2017,NBA,1,16,CHI,Justin Patton\pattoju01,20.013,C,us,Creighton University,2018,2019,4,6.3,1.8,1.5,0.8,0.8,0.0,.333,.429,.000,.500,0.0,.090"
"848,2017,NBA,2,47,IND,Ike Anigbogu\anigbik01,18.253,F-C,us,University of California Los Angeles,2018,2019,14,2.6,0.9,0.9,0.1,0.1,0.3,.333,.333,,.833,0.0,.057"
"849,2018,NBA,1,18,SAS,Lonnie Walker\walkelo01,19.194,G,us,University of Miami,2019,2019,17,6.9,2.6,1.0,0.5,0.4,0.2,.348,.333,.385,.800,0.0,.019"
"850,2018,NBA,1,21,UTA,Grayson Allen\allengr01,22.262,G,us,Duke University,2019,2019,38,10.9,5.6,0.6,0.7,0.2,0.2,.376,.443,.323,.750,0.0,.002"
"851,2018,NBA,2,32,MEM,Jevon Carter\carteje01,22.286,G,us,West Virginia University,2019,2019,39,14.8,4.4,1.7,1.8,0.7,0.3,.303,.265,.333,.813,0.0,-0.003"
"852,2018,NBA,2,38,PHI,Khyri Thomas\thomakh01,22.049,G,us,Creighton University,2019,2019,26,7.5,2.3,0.8,0.3,0.3,0.2,.319,.353,.286,.636,0.0,.005"
"853,2018,NBA,2,46,HOU,De'Anthony Melton\meltode01,20.029,G,us,University of Southern California,2019,2019,50,19.7,5.0,2.7,3.2,1.4,0.5,.391,.441,.305,.750,0.0,.002"
"854,2018,NBA,2,50,IND,Alize Johnson\johnsal02,22.065,F,us,Missouri State,2019,2019,14,4.6,0.9,1.4,0.1,0.1,0.2,.250,.214,.500,.500,0.0,.027"
"855,2018,NBA,2,52,UTA,Vince Edwards\edwarvi01,22.082,F,us,Purdue University,2019,2019,2,8.0,1.5,1.0,0.0,0.0,0.0,.250,,.250,,0.0,-0.014"
"856,2018,NBA,2,59,PHO,George King\kingge03,24.163,G-F,us,University of Colorado,2019,2019,1,6.0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,-0.001"
"857,2000,NBA,2,35,WAS,Mike Smith\smithmi03,24.080,F,us,University of Louisiana at Monroe,2001,2001,17,10.6,3.0,1.3,0.6,0.3,0.2,.322,.390,.167,.625,-0.1,-0.033"
"858,2001,NBA,2,32,ORL,Omar Cook\cookom01,19.155,G,us,St. John's University,2004,2005,22,9.7,1.7,0.6,2.1,0.7,0.0,.333,.370,.000,.500,-0.1,-0.021"
"859,2004,NBA,1,21,UTA,Pavel Podkolzin\podkopa01,19.165,C,ru,,2005,2006,6,4.7,0.7,1.5,0.0,0.0,0.2,.000,.000,,.500,-0.1,-0.163"
"860,2004,NBA,2,50,DAL,Vassilis Spanoulis\spanova01,21.327,G,gr,,2007,2007,31,8.8,2.7,0.7,0.9,0.2,0.0,.319,.419,.172,.810,-0.1,-0.010"
"861,2005,NBA,1,12,LAC,Yaroslav Korolev\korolya01,18.057,F,ru,,2006,2007,34,4.9,1.1,0.5,0.4,0.2,0.0,.283,.294,.250,.625,-0.1,-0.024"
"862,2006,NBA,2,51,LAL,Cheikh Samb\sambch01,21.254,C,sn,,2008,2009,22,5.2,1.0,1.4,0.0,0.2,0.5,.250,.273,.000,.444,-0.1,-0.056"
"863,2006,NBA,2,60,DET,Will Blalock\blalowi01,22.299,G,us,Iowa State University,2007,2007,14,11.9,1.8,1.1,1.2,0.4,0.0,.300,.320,.200,1.000,-0.1,-0.032"
"864,2007,NBA,2,33,SAS,Marcus Williams\willima04,20.227,F,us,University of Arizona,2008,2009,13,3.0,1.1,0.9,0.2,0.1,0.1,.318,.318,,,-0.1,-0.084"
"865,2007,NBA,2,40,LAL,Sun Yue\yuesu01,21.239,G,cn,,2009,2009,10,2.8,0.6,0.0,0.2,0.1,0.1,.273,.600,.000,,-0.1,-0.226"
"866,2007,NBA,2,52,POR,Taurean Green\greenta01,20.217,G,us,University of Florida,2008,2008,17,4.4,1.6,0.6,0.6,0.1,0.0,.280,.357,.182,.917,-0.1,-0.066"
"867,2008,NBA,2,32,SEA,Walter Sharpe\sharpwa01,21.349,F,us,University of Alabama at Birmingham,2009,2009,8,2.5,1.0,0.4,0.0,0.0,0.3,.364,.444,.000,.000,-0.1,-0.131"
"868,2008,NBA,2,43,SAC,Patrick Ewing\ewingpa02,24.043,F,us,Georgetown University,2011,2011,7,2.7,0.4,0.3,0.3,0.0,0.1,.000,.000,.000,.750,-0.1,-0.158"
"869,2009,NBA,2,35,DET,DaJuan Summers\summeda01,21.158,F,us,Georgetown University,2010,2013,83,9.9,3.3,1.0,0.3,0.2,0.1,.384,.392,.367,.642,-0.1,-0.008"
"870,2010,NBA,2,31,NJN,Tibor Pleiß\pleisti01,20.239,C,de,,2016,2016,12,6.8,2.0,1.3,0.2,0.1,0.2,.440,.478,.000,1.000,-0.1,-0.041"
"871,2010,NBA,2,34,POR,Armon Johnson\johnsar02,21.126,G,us,University of Nevada Reno,2011,2012,47,8.5,3.3,1.0,1.2,0.2,0.0,.458,.465,.400,.679,-0.1,-0.015"
"872,2011,NBA,2,35,SAC,Tyler Honeycutt\honeyty01,20.348,F,us,University of California Los Angeles,2012,2013,24,5.0,1.2,1.0,0.4,0.2,0.2,.314,.333,.200,.714,-0.1,-0.049"
"873,2012,NBA,2,38,DEN,Quincy Miller\millequ01,19.227,F,us,Baylor University,2013,2015,69,13.5,4.3,2.4,0.5,0.4,0.5,.350,.383,.292,.706,-0.1,-0.003"
"874,2012,NBA,2,51,BOS,Kris Joseph\josepkr01,23.199,F,ca,Syracuse University,2013,2013,10,5.4,0.9,0.7,0.1,0.3,0.0,.143,.182,.000,.625,-0.1,-0.127"
"875,2013,NBA,2,40,POR,Grant Jerrett\jerregr01,19.359,F,us,University of Arizona,2015,2015,8,6.4,2.0,1.1,0.4,0.3,0.3,.269,.545,.067,1.000,-0.1,-0.128"
"876,2013,NBA,2,49,CHI,Erik Murphy\murpher01,22.250,F,fr,University of Florida,2014,2014,24,2.6,0.3,0.3,0.1,0.0,0.2,.231,.300,.000,,-0.1,-0.055"
"877,2014,NBA,2,31,MIL,Damien Inglis\inglida01,19.042,F,gf,,2016,2016,20,7.8,1.8,1.6,0.5,0.3,0.2,.351,.417,.231,.875,-0.1,-0.024"
"878,2014,NBA,2,42,HOU,Nick Johnson\johnsni01,21.191,G,us,University of Arizona,2015,2015,28,9.4,2.6,1.4,0.4,0.3,0.1,.347,.389,.238,.680,-0.1,-0.020"
"879,2014,NBA,2,49,CHI,Cameron Bairstow\bairsca01,23.207,F-C,au,University of New Mexico,2015,2016,36,4.6,1.2,1.0,0.2,0.1,0.1,.296,.306,.200,.846,-0.1,-0.021"
"880,2016,NBA,1,22,CHO,Malachi Richardson\richama01,20.175,G,us,Syracuse University,2017,2019,70,8.9,2.8,1.0,0.3,0.2,0.0,.358,.415,.301,.783,-0.1,-0.009"
"881,2016,NBA,2,40,NOP,Diamond Stone\stonedi01,19.138,C,us,University of Maryland,2017,2017,7,3.4,1.4,0.9,0.0,0.0,0.1,.231,.231,,1.000,-0.1,-0.211"
"882,2016,NBA,2,49,DET,Michael Gbinije\gbinimi01,24.024,G,us,Syracuse University,2017,2017,9,3.6,0.4,0.3,0.2,0.0,0.0,.100,.167,.000,1.000,-0.1,-0.136"
"883,2016,NBA,2,51,BOS,Ben Bentil\bentibe01,21.092,F,gh,Providence College,2017,2017,3,3.3,0.0,0.7,0.0,0.0,0.0,.000,.000,.000,,-0.1,-0.473"
"884,2018,NBA,1,28,GSW,Jacob Evans\evansja02,21.008,G-F,us,University of Cincinnati,2019,2019,30,6.8,1.3,0.8,0.8,0.2,0.1,.340,.368,.267,.000,-0.1,-0.030"
"885,2018,NBA,1,29,BRK,Džanan Musa\musadz01,19.049,G-F,ba,,2019,2019,9,4.3,2.1,0.6,0.2,0.2,0.0,.409,.667,.100,.000,-0.1,-0.152"
"886,2018,NBA,2,35,ORL,Melvin Frazier\frazime01,21.300,G,us,Tulane University,2019,2019,10,4.4,1.5,0.5,0.1,0.1,0.0,.333,.467,.000,.250,-0.1,-0.133"
"887,2018,NBA,2,39,PHI,Isaac Bonga\bongais01,18.230,G,de,,2019,2019,22,5.5,0.9,1.1,0.7,0.4,0.2,.152,.200,.000,.600,-0.1,-0.059"
"888,2018,NBA,2,47,LAL,Sviatoslav Mykhailiuk\mykhasv01,21.016,G-F,ua,University of Kansas,2019,2019,42,10.5,3.2,0.9,0.9,0.3,0.0,.329,.333,.326,.600,-0.1,-0.012"
"889,2018,NBA,2,60,PHI,Kostas Antetokounmpo\antetko01,20.218,F,gr,University of Dayton,2019,2019,2,5.5,1.0,0.5,0.0,1.0,0.0,.000,.000,,.500,-0.1,-0.247"
"890,2000,NBA,2,39,NYK,Lavor Postell\postela01,22.128,G,us,St. John's University,2001,2003,61,7.3,3.2,0.7,0.2,0.2,0.0,.335,.364,.250,.795,-0.2,-0.025"
"891,2000,NBA,2,52,MIA,Ernest Brown\browner01,21.048,C,us,Indian Hills Community College,2002,2002,3,7.0,1.0,2.0,0.0,0.0,0.3,.167,.167,,.250,-0.2,-0.349"
"892,2001,NBA,2,36,CLE,Jeff Trepagnier\trepaje01,21.357,G,us,University of Southern California,2002,2004,31,8.7,2.8,1.4,0.7,0.6,0.1,.337,.318,.462,.700,-0.2,-0.038"
"893,2003,NBA,1,16,BOS,Troy Bell\belltr01,22.233,G,us,Boston College,2004,2004,6,5.7,1.8,0.7,0.7,0.2,0.0,.222,.286,.000,1.000,-0.2,-0.326"
"894,2003,NBA,2,30,NYK,Maciej Lampe\lampema01,18.145,C,pl,,2004,2006,64,9.9,3.4,2.2,0.3,0.1,0.2,.407,.413,.250,.676,-0.2,-0.014"
"895,2003,NBA,2,58,DET,Andreas Glyniadakis\glynian01,21.314,C,gr,,2007,2007,13,6.2,1.3,0.6,0.1,0.0,0.0,.471,.471,,.500,-0.2,-0.143"
"896,2004,NBA,1,23,POR,Sergei Monia\moniase01,21.076,F,ru,,2006,2006,26,13.2,3.0,2.0,0.7,0.3,0.2,.333,.377,.265,.714,-0.2,-0.025"
"897,2004,NBA,2,33,LAC,Lionel Chalmers\chalmli01,23.232,G,us,Xavier University,2005,2005,36,12.0,3.1,0.9,1.4,0.4,0.0,.336,.395,.245,.625,-0.2,-0.025"
"898,2004,NBA,2,46,POR,Ha Seung-Jin\seungha01,18.329,C,kr,,2005,2006,46,6.9,1.5,1.5,0.1,0.1,0.3,.519,.519,,.500,-0.2,-0.029"
"899,2005,NBA,2,41,TOR,Roko Uki?\ukicro01,21.052,G,hr,,2009,2010,85,11.6,4.0,0.9,1.9,0.4,0.0,.387,.439,.189,.746,-0.2,-0.007"
"900,2005,NBA,2,43,NJN,Mile Ili?\ilicmi01,21.031,C,ba,,2007,2007,5,1.2,0.0,0.2,0.0,0.0,0.0,.000,.000,,,-0.2,-1.264"
"901,2005,NBA,2,60,DET,Alex Acker\ackeral01,22.164,G,us,Pepperdine University,2006,2009,30,7.8,2.7,1.0,0.5,0.2,0.1,.370,.388,.320,.500,-0.2,-0.043"
"902,2006,NBA,2,59,SAS,Damir Markota\markoda01,20.189,C,ba,,2007,2007,30,5.7,1.7,1.0,0.2,0.1,0.0,.365,.361,.375,.636,-0.2,-0.070"
"903,2007,NBA,2,53,POR,Demetris Nichols\nichode01,22.302,F,us,Syracuse University,2008,2009,18,3.2,1.2,0.4,0.1,0.0,0.2,.281,.353,.200,.500,-0.2,-0.203"
"904,2007,NBA,2,59,PHO,D.J. Strawberry\strawdj01,22.018,G,us,University of Maryland,2008,2008,33,8.2,2.2,0.8,0.9,0.4,0.2,.315,.343,.240,.474,-0.2,-0.031"
"905,2009,NBA,1,11,NJN,Terrence Williams\willite01,22.003,F,us,University of Louisville,2010,2013,153,19.1,7.1,3.6,2.4,0.5,0.1,.412,.432,.317,.659,-0.2,-0.004"
"906,2010,NBA,1,21,OKC,Craig Brackins\brackcr01,22.264,F,us,Iowa State University,2011,2012,17,7.1,1.8,1.1,0.5,0.1,0.1,.265,.286,.214,.500,-0.2,-0.089"
"907,2010,NBA,2,37,MIL,Darington Hobson\hobsoda01,22.274,G,us,University of New Mexico,2012,2012,5,7.8,0.8,0.6,1.2,0.0,0.0,.154,.286,.000,,-0.2,-0.225"
"908,2010,NBA,2,38,NYK,Andy Rautins\rautian01,23.240,G,us,Syracuse University,2011,2011,5,4.8,1.6,0.2,0.6,0.2,0.0,.429,.667,.250,.500,-0.2,-0.314"
"909,2012,NBA,2,54,PHI,Tornike Shengelia\shengto01,20.272,F,ge,,2013,2014,45,5.5,1.3,0.9,0.4,0.1,0.0,.451,.512,.125,.500,-0.2,-0.032"
"910,2013,NBA,2,35,PHI,Glen Rice\ricegl02,22.183,G,us,Georgia Institute of Technology,2014,2015,16,9.5,2.7,1.5,0.6,0.4,0.1,.269,.286,.250,.692,-0.2,-0.065"
"911,2013,NBA,2,52,MIN,Lorenzo Brown\brownlo01,22.311,G,us,North Carolina State University,2014,2019,103,11.5,2.8,1.5,1.8,0.6,0.1,.364,.453,.170,.707,-0.2,-0.007"
"912,2013,NBA,2,56,DET,Peyton Siva\sivape01,22.252,G,us,University of Louisville,2014,2014,24,9.3,2.3,0.6,1.4,0.4,0.0,.316,.344,.280,.733,-0.2,-0.032"
"913,2014,NBA,2,47,PHI,Russ Smith\smithru01,23.074,G,us,University of Louisville,2015,2016,27,4.9,2.0,0.6,0.7,0.3,0.0,.319,.387,.188,.769,-0.2,-0.068"
"914,2015,NBA,2,34,LAL,Anthony Brown\brownan02,22.263,F-G,us,Stanford University,2016,2018,41,18.6,3.9,2.5,0.7,0.5,0.1,.328,.380,.286,.850,-0.2,-0.016"
"915,2016,NBA,2,43,HOU,Zhou Qi\qizh01,20.164,F-C,cn,,2018,2019,19,6.6,1.3,1.2,0.1,0.1,0.7,.212,.357,.105,.667,-0.2,-0.093"
"916,2017,NBA,1,26,POR,Caleb Swanigan\swanica01,20.070,F,us,Purdue University,2018,2019,48,7.6,2.2,2.5,0.5,0.2,0.1,.372,.408,.133,.667,-0.2,-0.031"
"917,2017,NBA,2,32,PHO,Davon Reed\reedda01,22.017,G,us,University of Miami,2018,2019,31,9.3,2.4,1.5,0.5,0.4,0.1,.307,.304,.310,.667,-0.2,-0.039"
"918,2018,NBA,2,37,SAC,Gary Trent\trentga02,19.159,G,us,Duke University,2019,2019,15,7.4,2.7,0.7,0.3,0.1,0.1,.320,.379,.238,.429,-0.2,-0.092"
"919,2002,NBA,2,54,NJN,Tamar Slay\slayta01,22.090,G,us,Marshall University,2003,2005,66,7.8,2.6,1.1,0.5,0.4,0.1,.361,.392,.265,.538,-0.3,-0.029"
"920,2011,NBA,2,32,CLE,Justin Harper\harpeju01,21.302,F,us,University of Richmond,2012,2017,22,6.8,2.0,0.8,0.2,0.1,0.1,.340,.417,.276,.333,-0.3,-0.093"
"921,2011,NBA,2,41,LAL,Darius Morris\morrida01,20.176,G,us,University of Michigan,2012,2015,132,11.1,3.3,1.0,1.4,0.3,0.0,.384,.416,.322,.630,-0.3,-0.010"
"922,2012,NBA,2,47,UTA,Kevin Murphy\murphke01,22.120,G,us,Tennessee Technological University,2013,2013,17,3.1,0.9,0.2,0.1,0.1,0.0,.250,.261,.200,,-0.3,-0.272"
"923,2012,NBA,2,55,DAL,Darius Johnson-Odom\johnsda03,22.279,G,us,Marquette University,2013,2014,7,3.0,0.0,0.9,0.3,0.1,0.0,.000,.000,.000,.000,-0.3,-0.597"
"924,2014,NBA,2,56,DEN,Devyn Marble\marblde01,21.283,G-F,us,University of Iowa,2015,2016,44,10.4,2.2,1.6,0.7,0.5,0.1,.304,.377,.222,.375,-0.3,-0.028"
"925,2016,NBA,1,17,MEM,Wade Baldwin\baldwwa01,20.091,G,us,Vanderbilt University,2017,2019,56,10.3,3.1,1.2,1.4,0.4,0.2,.355,.383,.250,.776,-0.3,-0.028"
"926,2018,NBA,2,49,SAS,Chimezie Metu\metuch01,21.096,F,us,University of Southern California,2019,2019,29,5.0,1.8,1.2,0.4,0.2,0.1,.328,.339,.000,.765,-0.3,-0.099"
"927,2001,NBA,1,21,BOS,Joseph Forte\fortejo01,20.101,G,us,University of North Carolina,2002,2003,25,5.0,1.2,0.7,0.7,0.2,0.0,.234,.268,.000,.800,-0.4,-0.166"
"928,2002,NBA,1,19,UTA,Ryan Humphrey\humphry01,22.343,F,us,University of Notre Dame,2003,2005,85,9.1,2.3,2.2,0.2,0.2,0.2,.344,.348,.000,.539,-0.4,-0.027"
"929,2004,NBA,1,8,TOR,Rafael Araújo\araujra01,23.322,C,br,Brigham Young University,2005,2007,139,11.4,2.8,2.8,0.3,0.4,0.1,.405,.407,.250,.679,-0.4,-0.013"
"930,2008,NBA,2,55,POR,Mike Taylor\taylomi01,22.162,G,us,Iowa State University,2009,2009,51,15.1,5.7,1.7,2.1,0.7,0.0,.412,.427,.325,.691,-0.4,-0.028"
"931,2009,NBA,1,30,CLE,Christian Eyenga\eyengch01,20.008,F,cd,,2011,2012,51,20.6,6.3,2.7,0.8,0.7,0.6,.411,.464,.277,.611,-0.4,-0.020"
"932,2013,NBA,1,30,PHO,Nemanja Nedovi?\nedovne01,22.017,G,rs,,2014,2014,24,5.9,1.1,0.6,0.5,0.0,0.0,.205,.238,.167,.875,-0.4,-0.132"
"933,2016,NBA,2,54,ATL,Kay Felder\feldeka01,21.092,G,us,Oakland University,2017,2018,58,9.1,3.8,1.0,1.3,0.4,0.1,.364,.385,.268,.754,-0.4,-0.041"
"934,2017,NBA,2,39,PHI,Jawun Evans\evansja01,20.336,G,us,Oklahoma State University,2018,2019,56,15.1,4.2,1.7,2.0,0.7,0.1,.345,.367,.263,.776,-0.4,-0.022"
"935,2001,NBA,1,16,CHH,Kirk Haston\hastoki01,22.115,F,us,Indiana University,2002,2003,27,5.0,1.2,1.0,0.3,0.0,0.2,.232,.260,.000,.500,-0.5,-0.197"
"936,2002,NBA,1,27,LAL,Chris Jefferies\jeffech01,22.139,G-F,us,California State University Fresno,2003,2004,72,12.0,3.9,1.2,0.4,0.3,0.3,.383,.394,.365,.667,-0.5,-0.030"
"937,2018,NBA,2,31,PHO,Élie Okobo\okoboel01,20.246,G,fr,,2019,2019,53,18.1,5.7,1.8,2.4,0.6,0.1,.393,.475,.295,.787,-0.5,-0.027"
"938,2001,NBA,1,23,HOU,Brandon Armstrong\armstbr01,21.016,G,us,Pepperdine University,2002,2004,108,6.5,2.2,0.6,0.2,0.2,0.0,.352,.358,.333,.600,-0.6,-0.039"
"939,2003,NBA,1,15,ORL,Reece Gaines\gainere01,22.175,G,us,University of Louisville,2004,2006,71,8.5,1.7,0.7,0.7,0.2,0.0,.324,.336,.269,.606,-0.6,-0.049"
"940,2004,NBA,2,53,MIA,Matt Freije\freijma01,22.271,F,us,Vanderbilt University,2005,2007,42,14.0,3.2,2.0,0.6,0.4,0.1,.293,.343,.224,.714,-0.6,-0.047"
"941,2013,NBA,2,43,MIL,Ricky Ledo\ledori01,20.295,G,us,Providence College,2014,2015,28,9.9,3.9,1.4,0.8,0.3,0.0,.336,.321,.371,.769,-0.6,-0.096"
"942,2014,NBA,1,15,ATL,Adreian Payne\paynead01,23.133,F-C,us,Michigan State University,2015,2018,107,13.1,4.0,2.9,0.6,0.4,0.3,.406,.430,.254,.680,-0.6,-0.019"
"943,2014,NBA,2,34,NYK,Cleanthony Early\earlycl01,23.076,F,us,Wichita State University,2015,2016,56,14.3,4.3,2.2,0.8,0.5,0.3,.346,.400,.263,.750,-0.6,-0.039"
"944,2015,NBA,1,17,MIL,Rashad Vaughn\vaughra01,18.317,G,us,University of Nevada Las Vegas,2016,2018,139,12.0,3.0,1.1,0.5,0.4,0.2,.337,.366,.313,.692,-0.6,-0.017"
"945,2018,NBA,1,8,CLE,Collin Sexton\sextoco01,19.173,G,us,University of Alabama,2019,2019,82,31.8,16.7,2.9,3.0,0.5,0.1,.430,.440,.402,.839,-0.6,-0.011"
"946,2001,NBA,2,37,PHI,Damone Brown\brownda02,22.005,F,us,Syracuse University,2002,2005,39,9.0,2.8,1.3,0.5,0.1,0.2,.336,.342,.286,.667,-0.7,-0.100"
"947,2005,NBA,2,53,BOS,Orien Greene\greenor01,23.150,G,us,University of Louisiana at Lafayette,2006,2011,131,11.9,2.5,1.5,1.2,0.7,0.1,.387,.420,.212,.642,-0.7,-0.022"
"948,2011,NBA,2,49,MEM,Josh Selby\selbyjo01,20.093,G,us,University of Kansas,2012,2013,38,7.8,2.2,0.5,0.9,0.2,0.0,.330,.384,.143,.720,-0.7,-0.113"
"949,2017,NBA,1,9,DAL,Dennis Smith\smithde03,19.214,G,us,North Carolina State University,2018,2019,122,29.2,14.5,3.4,5.0,1.1,0.3,.407,.452,.316,.668,-0.7,-0.009"
"950,2000,NBA,1,14,DET,Mateen Cleaves\cleavma01,22.300,G,us,Michigan State University,2001,2006,167,11.2,3.6,1.0,1.9,0.4,0.0,.389,.399,.267,.728,-0.8,-0.021"
"951,2011,NBA,1,21,POR,Nolan Smith\smithno01,22.338,G,us,Duke University,2012,2013,84,9.9,3.3,1.0,1.2,0.3,0.0,.371,.407,.260,.714,-0.8,-0.047"
"952,2000,NBA,1,24,CHI,Dalibor Bagari?\bagarda01,20.147,C,de,,2001,2003,95,10.2,2.6,2.5,0.4,0.3,0.5,.361,.363,.000,.559,-0.9,-0.043"
"953,2006,NBA,1,28,DAL,Maurice Ager\agerma01,22.145,G,us,Michigan State University,2007,2011,82,6.2,2.1,0.6,0.2,0.1,0.1,.339,.366,.250,.566,-0.9,-0.089"
"954,2012,NBA,1,29,CHI,Marquis Teague\teaguma01,19.125,G,us,University of Kentucky,2013,2018,91,10.0,2.4,1.0,1.5,0.3,0.1,.343,.369,.222,.661,-0.9,-0.045"
"955,2012,NBA,2,41,POR,Tyshawn Taylor\tayloty01,22.083,G,us,University of Kansas,2013,2014,61,8.0,2.9,0.5,0.9,0.4,0.0,.354,.353,.360,.684,-0.9,-0.088"
"956,2016,NBA,2,42,UTA,Isaiah Whitehead\whiteis01,21.113,G,us,Seton Hall University,2017,2018,89,20.5,7.2,2.4,2.4,0.6,0.4,.411,.452,.305,.788,-0.9,-0.025"
"957,2001,NBA,2,54,DAL,Kenny Satterfield\satteke01,20.083,G,us,University of Cincinnati,2002,2003,75,14.2,4.3,1.3,2.3,0.7,0.0,.335,.355,.218,.746,-1.1,-0.051"
"958,2009,NBA,1,6,MIN,Jonny Flynn\flynnjo01,20.144,G,us,Syracuse University,2010,2012,163,22.9,9.2,1.9,3.9,0.7,0.0,.400,.420,.338,.809,-1.1,-0.015"
"959,2015,NBA,1,7,DEN,Emmanuel Mudiay\mudiaem01,19.116,G,cd,,2016,2019,246,25.7,11.8,3.1,4.2,0.8,0.3,.393,.422,.320,.742,-1.2,-0.009"
"960,2012,NBA,1,25,MEM,Tony Wroten\wroteto01,19.081,G,us,University of Washington,2013,2016,145,21.2,11.1,2.5,3.0,0.9,0.2,.413,.477,.231,.647,-1.3,-0.021"
"961,2018,NBA,1,9,NYK,Kevin Knox\knoxke01,18.319,F,us,University of Kentucky,2019,2019,75,28.8,12.8,4.5,1.1,0.6,0.3,.370,.387,.343,.717,-1.3,-0.030"
"962,2006,NBA,1,3,CHA,Adam Morrison\morriad01,21.349,F,us,Gonzaga University,2007,2010,161,20.4,7.5,2.1,1.4,0.2,0.1,.373,.391,.331,.710,-1.4,-0.021"
"963,2002,NBA,1,5,DEN,Nikoloz Tskitishvili\tskitni01,19.078,F,ge,,2003,2006,172,11.3,2.9,1.8,0.7,0.3,0.3,.304,.332,.235,.730,-1.6,-0.039"
"964,2006,NBA,1,29,NYK,Mardy Collins\collima01,21.333,G,us,Temple University,2007,2010,189,14.7,3.9,1.8,1.7,0.6,0.1,.380,.396,.299,.599,-1.6,-0.027"
"965,2017,NBA,1,8,NYK,Frank Ntilikina\ntilila01,18.334,G,be,,2018,2019,121,21.6,5.9,2.2,3.1,0.8,0.3,.354,.380,.305,.735,-1.8,-0.033"
"966,2017,NBA,1,4,PHO,Josh Jackson\jacksjo02,20.137,F-G,us,University of Kansas,2018,2019,156,25.3,12.3,4.5,1.9,1.0,0.6,.415,.455,.294,.650,-2.4,-0.029"
"967,2000,NBA,2,41,SAS,Chris Carrawell,,,,Duke University,,,,,,,,,,,,,,,"
"968,2000,NBA,2,46,TOR,DeeAndre Hulett,,,,College of the Sequoias,,,,,,,,,,,,,,,"
"969,2000,NBA,2,47,SEA,Josip Sesar,,,,,,,,,,,,,,,,,,,"
"970,2000,NBA,2,48,PHI,Mark Karcher,,,,Temple University,,,,,,,,,,,,,,,"
"971,2000,NBA,2,54,SAS,Cory Hightower,,,,Indian Hills Community College,,,,,,,,,,,,,,,"
